fill,colour,x,y,density,group,level,piece,PANEL,xmin,xmax,ymin,ymax
#142D46,#142D46,0.545454545454546,0.390282131661442,2.62721728990916e-05,1,1,1,1,0.53030303030303,0.560606060606061,0.37460815047022,0.405956112852665
#132C45,#132C45,0.575757575757576,0.390282131661442,2.08894485243557e-05,1,1,1,1,0.560606060606061,0.590909090909091,0.37460815047022,0.405956112852665
#132B44,#132B44,0.606060606060606,0.390282131661442,1.60989153582144e-05,1,1,1,1,0.590909090909091,0.621212121212121,0.37460815047022,0.405956112852665
#132B43,#132B43,0.636363636363637,0.390282131661442,1.09261898372542e-05,1,1,1,1,0.621212121212121,0.651515151515152,0.37460815047022,0.405956112852665
#FFFFFF,#FFFFFF,0.666666666666667,0.390282131661442,6.51458234553499e-06,1,1,1,1,0.651515151515152,0.681818181818182,0.37460815047022,0.405956112852665
#FFFFFF,#FFFFFF,0.696969696969697,0.390282131661442,3.59945102254114e-06,1,1,1,1,0.681818181818182,0.712121212121212,0.37460815047022,0.405956112852665
#FFFFFF,#FFFFFF,0.727272727272727,0.390282131661442,2.07746859602317e-06,1,1,1,1,0.712121212121212,0.742424242424243,0.37460815047022,0.405956112852665
#FFFFFF,#FFFFFF,0.757575757575758,0.390282131661442,1.45919952221862e-06,1,1,1,1,0.742424242424243,0.772727272727273,0.37460815047022,0.405956112852665
#FFFFFF,#FFFFFF,0.787878787878788,0.390282131661442,1.13791778467769e-06,1,1,1,1,0.772727272727273,0.803030303030303,0.37460815047022,0.405956112852665
#FFFFFF,#FFFFFF,0.818181818181818,0.390282131661442,7.83542043813792e-07,1,1,1,1,0.803030303030303,0.833333333333333,0.37460815047022,0.405956112852665
#FFFFFF,#FFFFFF,0.848484848484849,0.390282131661442,4.31827580433794e-07,1,1,1,1,0.833333333333334,0.863636363636364,0.37460815047022,0.405956112852665
#FFFFFF,#FFFFFF,0.878787878787879,0.390282131661442,1.88796374627469e-07,1,1,1,1,0.863636363636364,0.893939393939394,0.37460815047022,0.405956112852665
#FFFFFF,#FFFFFF,0.909090909090909,0.390282131661442,6.5035882903411e-08,1,1,1,1,0.893939393939394,0.924242424242424,0.37460815047022,0.405956112852665
#FFFFFF,#FFFFFF,0.93939393939394,0.390282131661442,1.70888662085527e-08,1,1,1,1,0.924242424242424,0.954545454545455,0.37460815047022,0.405956112852665
#FFFFFF,#FFFFFF,0.0606060606060605,0.421630094043887,1.2368959931002e-11,1,1,1,1,0.0454545454545455,0.0757575757575756,0.405956112852665,0.43730407523511
#FFFFFF,#FFFFFF,0.0909090909090909,0.421630094043887,1.17524553374679e-10,1,1,1,1,0.0757575757575758,0.106060606060606,0.405956112852665,0.43730407523511
#FFFFFF,#FFFFFF,0.121212121212121,0.421630094043887,7.83983040607493e-10,1,1,1,1,0.106060606060606,0.136363636363636,0.405956112852665,0.43730407523511
#FFFFFF,#FFFFFF,0.151515151515151,0.421630094043887,3.93590991498787e-09,1,1,1,1,0.136363636363636,0.166666666666667,0.405956112852665,0.43730407523511
#FFFFFF,#FFFFFF,0.181818181818182,0.421630094043887,1.81490057692927e-08,1,1,1,1,0.166666666666667,0.196969696969697,0.405956112852665,0.43730407523511
#FFFFFF,#FFFFFF,0.212121212121212,0.421630094043887,9.62247515042216e-08,1,1,1,1,0.196969696969697,0.227272727272727,0.405956112852665,0.43730407523511
#FFFFFF,#FFFFFF,0.242424242424242,0.421630094043887,5.23381497646251e-07,1,1,1,1,0.227272727272727,0.257575757575758,0.405956112852665,0.43730407523511
#FFFFFF,#FFFFFF,0.272727272727273,0.421630094043887,2.29948458994e-06,1,1,1,1,0.257575757575758,0.287878787878788,0.405956112852665,0.43730407523511
#FFFFFF,#FFFFFF,0.303030303030303,0.421630094043887,7.39827711577099e-06,1,1,1,1,0.287878787878788,0.318181818181818,0.405956112852665,0.43730407523511
#132C44,#132C44,0.333333333333333,0.421630094043887,1.72710685435913e-05,1,1,1,1,0.318181818181818,0.348484848484848,0.405956112852665,0.43730407523511
#142E47,#142E47,0.363636363636364,0.421630094043887,3.0113633604761e-05,1,1,1,1,0.348484848484849,0.378787878787879,0.405956112852665,0.43730407523511
#152F49,#152F49,0.393939393939394,0.421630094043887,4.13164827286267e-05,1,1,1,1,0.378787878787879,0.409090909090909,0.405956112852665,0.43730407523511
#15304A,#15304A,0.424242424242424,0.421630094043887,4.72175135504665e-05,1,1,1,1,0.409090909090909,0.439393939393939,0.405956112852665,0.43730407523511
#15304A,#15304A,0.454545454545455,0.421630094043887,4.64991680950514e-05,1,1,1,1,0.43939393939394,0.46969696969697,0.405956112852665,0.43730407523511
#152F49,#152F49,0.484848484848485,0.421630094043887,4.03812785317356e-05,1,1,1,1,0.46969696969697,0.5,0.405956112852665,0.43730407523511
#142E47,#142E47,0.515151515151515,0.421630094043887,3.35442967766794e-05,1,1,1,1,0.5,0.53030303030303,0.405956112852665,0.43730407523511
#142E47,#142E47,0.545454545454546,0.421630094043887,3.00733275331985e-05,1,1,1,1,0.53030303030303,0.560606060606061,0.405956112852665,0.43730407523511
#142D46,#142D46,0.575757575757576,0.421630094043887,2.80647001272128e-05,1,1,1,1,0.560606060606061,0.590909090909091,0.405956112852665,0.43730407523511
#132C45,#132C45,0.606060606060606,0.421630094043887,2.33307160512729e-05,1,1,1,1,0.590909090909091,0.621212121212121,0.405956112852665,0.43730407523511
#132B44,#132B44,0.636363636363637,0.421630094043887,1.60836176665457e-05,1,1,1,1,0.621212121212121,0.651515151515152,0.405956112852665,0.43730407523511
#FFFFFF,#FFFFFF,0.666666666666667,0.421630094043887,9.41733997501855e-06,1,1,1,1,0.651515151515152,0.681818181818182,0.405956112852665,0.43730407523511
#FFFFFF,#FFFFFF,0.696969696969697,0.421630094043887,4.86295551393229e-06,1,1,1,1,0.681818181818182,0.712121212121212,0.405956112852665,0.43730407523511
#FFFFFF,#FFFFFF,0.727272727272727,0.421630094043887,2.2398628862511e-06,1,1,1,1,0.712121212121212,0.742424242424243,0.405956112852665,0.43730407523511
#FFFFFF,#FFFFFF,0.757575757575758,0.421630094043887,9.8310810276271e-07,1,1,1,1,0.742424242424243,0.772727272727273,0.405956112852665,0.43730407523511
#FFFFFF,#FFFFFF,0.787878787878788,0.421630094043887,4.7687122454612e-07,1,1,1,1,0.772727272727273,0.803030303030303,0.405956112852665,0.43730407523511
#FFFFFF,#FFFFFF,0.818181818181818,0.421630094043887,2.49439900860747e-07,1,1,1,1,0.803030303030303,0.833333333333333,0.405956112852665,0.43730407523511
#FFFFFF,#FFFFFF,0.848484848484849,0.421630094043887,1.16011301744456e-07,1,1,1,1,0.833333333333334,0.863636363636364,0.405956112852665,0.43730407523511
#FFFFFF,#FFFFFF,0.878787878787879,0.421630094043887,4.32916582857008e-08,1,1,1,1,0.863636363636364,0.893939393939394,0.405956112852665,0.43730407523511
#FFFFFF,#FFFFFF,0.909090909090909,0.421630094043887,1.27920516547868e-08,1,1,1,1,0.893939393939394,0.924242424242424,0.405956112852665,0.43730407523511
#FFFFFF,#FFFFFF,0.93939393939394,0.421630094043887,2.97577602398949e-09,1,1,1,1,0.924242424242424,0.954545454545455,0.405956112852665,0.43730407523511
#FFFFFF,#FFFFFF,0.0606060606060605,0.452978056426332,9.28384188511054e-13,1,1,1,1,0.0454545454545455,0.0757575757575756,0.43730407523511,0.468652037617555
#FFFFFF,#FFFFFF,0.0909090909090909,0.452978056426332,9.15442706273409e-12,1,1,1,1,0.0757575757575758,0.106060606060606,0.43730407523511,0.468652037617555
#FFFFFF,#FFFFFF,0.121212121212121,0.452978056426332,7.14677362733616e-11,1,1,1,1,0.106060606060606,0.136363636363636,0.43730407523511,0.468652037617555
#FFFFFF,#FFFFFF,0.151515151515151,0.452978056426332,5.73161454582935e-10,1,1,1,1,0.136363636363636,0.166666666666667,0.43730407523511,0.468652037617555
#FFFFFF,#FFFFFF,0.181818181818182,0.452978056426332,5.42026633365331e-09,1,1,1,1,0.166666666666667,0.196969696969697,0.43730407523511,0.468652037617555
#FFFFFF,#FFFFFF,0.212121212121212,0.452978056426332,4.77521321166368e-08,1,1,1,1,0.196969696969697,0.227272727272727,0.43730407523511,0.468652037617555
#FFFFFF,#FFFFFF,0.242424242424242,0.452978056426332,3.18786239006669e-07,1,1,1,1,0.227272727272727,0.257575757575758,0.43730407523511,0.468652037617555
#FFFFFF,#FFFFFF,0.272727272727273,0.452978056426332,1.51373514264717e-06,1,1,1,1,0.257575757575758,0.287878787878788,0.43730407523511,0.468652037617555
#FFFFFF,#FFFFFF,0.303030303030303,0.452978056426332,5.08111852053109e-06,1,1,1,1,0.287878787878788,0.318181818181818,0.43730407523511,0.468652037617555
#132B43,#132B43,0.333333333333333,0.452978056426332,1.22377934628847e-05,1,1,1,1,0.318181818181818,0.348484848484848,0.43730407523511,0.468652037617555
#132C45,#132C45,0.363636363636364,0.452978056426332,2.18341661717324e-05,1,1,1,1,0.348484848484849,0.378787878787879,0.43730407523511,0.468652037617555
#142E47,#142E47,0.393939393939394,0.452978056426332,3.03645756216613e-05,1,1,1,1,0.378787878787879,0.409090909090909,0.43730407523511,0.468652037617555
#142E48,#142E48,0.424242424242424,0.452978056426332,3.49763087645955e-05,1,1,1,1,0.409090909090909,0.439393939393939,0.43730407523511,0.468652037617555
#142E48,#142E48,0.454545454545455,0.452978056426332,3.5075045039963e-05,1,1,1,1,0.43939393939394,0.46969696969697,0.43730407523511,0.468652037617555
#142E47,#142E47,0.484848484848485,0.452978056426332,3.23007870256227e-05,1,1,1,1,0.46969696969697,0.5,0.43730407523511,0.468652037617555
#142E47,#142E47,0.515151515151515,0.452978056426332,3.05214007602922e-05,1,1,1,1,0.5,0.53030303030303,0.43730407523511,0.468652037617555
#142E47,#142E47,0.545454545454546,0.452978056426332,3.19341778517405e-05,1,1,1,1,0.53030303030303,0.560606060606061,0.43730407523511,0.468652037617555
#142E47,#142E47,0.575757575757576,0.452978056426332,3.27637381414302e-05,1,1,1,1,0.560606060606061,0.590909090909091,0.43730407523511,0.468652037617555
#142D46,#142D46,0.606060606060606,0.452978056426332,2.81462292211395e-05,1,1,1,1,0.590909090909091,0.621212121212121,0.43730407523511,0.468652037617555
#132C44,#132C44,0.636363636363637,0.452978056426332,1.93271790341591e-05,1,1,1,1,0.621212121212121,0.651515151515152,0.43730407523511,0.468652037617555
#132B43,#132B43,0.666666666666667,0.452978056426332,1.09916620299777e-05,1,1,1,1,0.651515151515152,0.681818181818182,0.43730407523511,0.468652037617555
#FFFFFF,#FFFFFF,0.696969696969697,0.452978056426332,5.39153567248557e-06,1,1,1,1,0.681818181818182,0.712121212121212,0.43730407523511,0.468652037617555
#FFFFFF,#FFFFFF,0.727272727272727,0.452978056426332,2.24701164327392e-06,1,1,1,1,0.712121212121212,0.742424242424243,0.43730407523511,0.468652037617555
#FFFFFF,#FFFFFF,0.757575757575758,0.452978056426332,7.67139082034781e-07,1,1,1,1,0.742424242424243,0.772727272727273,0.43730407523511,0.468652037617555
#FFFFFF,#FFFFFF,0.787878787878788,0.452978056426332,2.24447369362693e-07,1,1,1,1,0.772727272727273,0.803030303030303,0.43730407523511,0.468652037617555
#FFFFFF,#FFFFFF,0.818181818181818,0.452978056426332,6.67954551099476e-08,1,1,1,1,0.803030303030303,0.833333333333333,0.43730407523511,0.468652037617555
#FFFFFF,#FFFFFF,0.848484848484849,0.452978056426332,2.18161612726091e-08,1,1,1,1,0.833333333333334,0.863636363636364,0.43730407523511,0.468652037617555
#FFFFFF,#FFFFFF,0.878787878787879,0.452978056426332,6.66927998497768e-09,1,1,1,1,0.863636363636364,0.893939393939394,0.43730407523511,0.468652037617555
#FFFFFF,#FFFFFF,0.909090909090909,0.452978056426332,1.67412943408109e-09,1,1,1,1,0.893939393939394,0.924242424242424,0.43730407523511,0.468652037617555
#FFFFFF,#FFFFFF,0.93939393939394,0.452978056426332,3.35164850474474e-10,1,1,1,1,0.924242424242424,0.954545454545455,0.43730407523511,0.468652037617555
#FFFFFF,#FFFFFF,0.0606060606060605,0.484326018808777,4.53173608443823e-14,1,1,1,1,0.0454545454545455,0.0757575757575756,0.468652037617555,0.5
#FFFFFF,#FFFFFF,0.0909090909090909,0.484326018808777,7.01622637351125e-13,1,1,1,1,0.0757575757575758,0.106060606060606,0.468652037617555,0.5
#FFFFFF,#FFFFFF,0.121212121212121,0.484326018808777,1.30339797153476e-11,1,1,1,1,0.106060606060606,0.136363636363636,0.468652037617555,0.5
#FFFFFF,#FFFFFF,0.151515151515151,0.484326018808777,2.38342474501227e-10,1,1,1,1,0.136363636363636,0.166666666666667,0.468652037617555,0.5
#FFFFFF,#FFFFFF,0.181818181818182,0.484326018808777,3.36418260137033e-09,1,1,1,1,0.166666666666667,0.196969696969697,0.468652037617555,0.5
#FFFFFF,#FFFFFF,0.212121212121212,0.484326018808777,3.36395601316178e-08,1,1,1,1,0.196969696969697,0.227272727272727,0.468652037617555,0.5
#FFFFFF,#FFFFFF,0.242424242424242,0.484326018808777,2.34120993701234e-07,1,1,1,1,0.227272727272727,0.257575757575758,0.468652037617555,0.5
#FFFFFF,#FFFFFF,0.272727272727273,0.484326018808777,1.13525135043423e-06,1,1,1,1,0.257575757575758,0.287878787878788,0.468652037617555,0.5
#FFFFFF,#FFFFFF,0.303030303030303,0.484326018808777,3.86881163577547e-06,1,1,1,1,0.287878787878788,0.318181818181818,0.468652037617555,0.5
#FFFFFF,#FFFFFF,0.333333333333333,0.484326018808777,9.42749219499685e-06,1,1,1,1,0.318181818181818,0.348484848484848,0.468652037617555,0.5
#132B44,#132B44,0.363636363636364,0.484326018808777,1.69446686340071e-05,1,1,1,1,0.348484848484849,0.378787878787879,0.468652037617555,0.5
#142D45,#142D45,0.393939393939394,0.484326018808777,2.35961589724343e-05,1,1,1,1,0.378787878787879,0.409090909090909,0.468652037617555,0.5
#142D46,#142D46,0.424242424242424,0.484326018808777,2.7051583059617e-05,1,1,1,1,0.409090909090909,0.439393939393939,0.468652037617555,0.5
#142D46,#142D46,0.454545454545455,0.484326018808777,2.70505415030656e-05,1,1,1,1,0.43939393939394,0.46969696969697,0.468652037617555,0.5
#142D46,#142D46,0.484848484848485,0.484326018808777,2.55059705267156e-05,1,1,1,1,0.46969696969697,0.5,0.468652037617555,0.5
#142D46,#142D46,0.515151515151515,0.484326018808777,2.60040307969488e-05,1,1,1,1,0.5,0.53030303030303,0.468652037617555,0.5
#142E47,#142E47,0.545454545454546,0.484326018808777,2.9806392033791e-05,1,1,1,1,0.53030303030303,0.560606060606061,0.468652037617555,0.5
#142E47,#142E47,0.575757575757576,0.484326018808777,3.22984675244515e-05,1,1,1,1,0.560606060606061,0.590909090909091,0.468652037617555,0.5
#142D46,#142D46,0.606060606060606,0.484326018808777,2.83207065260397e-05,1,1,1,1,0.590909090909091,0.621212121212121,0.468652037617555,0.5
#132C44,#132C44,0.636363636363637,0.484326018808777,1.93301702019095e-05,1,1,1,1,0.621212121212121,0.651515151515152,0.468652037617555,0.5
#132B43,#132B43,0.666666666666667,0.484326018808777,1.05965781002305e-05,1,1,1,1,0.651515151515152,0.681818181818182,0.468652037617555,0.5
#FFFFFF,#FFFFFF,0.696969696969697,0.484326018808777,4.86484294352327e-06,1,1,1,1,0.681818181818182,0.712121212121212,0.468652037617555,0.5
#FFFFFF,#FFFFFF,0.727272727272727,0.484326018808777,1.86651125546638e-06,1,1,1,1,0.712121212121212,0.742424242424243,0.468652037617555,0.5
#FFFFFF,#FFFFFF,0.757575757575758,0.484326018808777,5.7232031810358e-07,1,1,1,1,0.742424242424243,0.772727272727273,0.468652037617555,0.5
#FFFFFF,#FFFFFF,0.787878787878788,0.484326018808777,1.36918540584673e-07,1,1,1,1,0.772727272727273,0.803030303030303,0.468652037617555,0.5
#FFFFFF,#FFFFFF,0.818181818181818,0.484326018808777,2.80459147518627e-08,1,1,1,1,0.803030303030303,0.833333333333333,0.468652037617555,0.5
#FFFFFF,#FFFFFF,0.848484848484849,0.484326018808777,6.60389417286095e-09,1,1,1,1,0.833333333333334,0.863636363636364,0.468652037617555,0.5
#FFFFFF,#FFFFFF,0.878787878787879,0.484326018808777,2.12482724493097e-09,1,1,1,1,0.863636363636364,0.893939393939394,0.468652037617555,0.5
#FFFFFF,#FFFFFF,0.909090909090909,0.484326018808777,7.33931777552473e-10,1,1,1,1,0.893939393939394,0.924242424242424,0.468652037617555,0.5
#FFFFFF,#FFFFFF,0.93939393939394,0.484326018808777,2.14851046431724e-10,1,1,1,1,0.924242424242424,0.954545454545455,0.468652037617555,0.5
#FFFFFF,#FFFFFF,0.0606060606060605,0.515673981191223,7.59904735679618e-15,1,1,1,1,0.0454545454545455,0.0757575757575756,0.5,0.531347962382445
#FFFFFF,#FFFFFF,0.0909090909090909,0.515673981191223,3.09673985023854e-13,1,1,1,1,0.0757575757575758,0.106060606060606,0.5,0.531347962382445
#FFFFFF,#FFFFFF,0.121212121212121,0.515673981191223,9.28972858209623e-12,1,1,1,1,0.106060606060606,0.136363636363636,0.5,0.531347962382445
#FFFFFF,#FFFFFF,0.151515151515151,0.515673981191223,1.94234978406097e-10,1,1,1,1,0.136363636363636,0.166666666666667,0.5,0.531347962382445
#FFFFFF,#FFFFFF,0.181818181818182,0.515673981191223,2.79900937774378e-09,1,1,1,1,0.166666666666667,0.196969696969697,0.5,0.531347962382445
#FFFFFF,#FFFFFF,0.212121212121212,0.515673981191223,2.77846700287688e-08,1,1,1,1,0.196969696969697,0.227272727272727,0.5,0.531347962382445
#FFFFFF,#FFFFFF,0.242424242424242,0.515673981191223,1.9054059593146e-07,1,1,1,1,0.227272727272727,0.257575757575758,0.5,0.531347962382445
#FFFFFF,#FFFFFF,0.272727272727273,0.515673981191223,9.08010931255085e-07,1,1,1,1,0.257575757575758,0.287878787878788,0.5,0.531347962382445
#FFFFFF,#FFFFFF,0.303030303030303,0.515673981191223,3.04001707150218e-06,1,1,1,1,0.287878787878788,0.318181818181818,0.5,0.531347962382445
#FFFFFF,#FFFFFF,0.333333333333333,0.515673981191223,7.3000877420989e-06,1,1,1,1,0.318181818181818,0.348484848484848,0.5,0.531347962382445
#132B43,#132B43,0.363636363636364,0.515673981191223,1.30466059827081e-05,1,1,1,1,0.348484848484849,0.378787878787879,0.5,0.531347962382445
#132C44,#132C44,0.393939393939394,0.515673981191223,1.83419386833843e-05,1,1,1,1,0.378787878787879,0.409090909090909,0.5,0.531347962382445
#132C45,#132C45,0.424242424242424,0.515673981191223,2.15214453666655e-05,1,1,1,1,0.409090909090909,0.439393939393939,0.5,0.531347962382445
#132C45,#132C45,0.454545454545455,0.515673981191223,2.20528378578073e-05,1,1,1,1,0.43939393939394,0.46969696969697,0.5,0.531347962382445
#132C45,#132C45,0.484848484848485,0.515673981191223,2.12138159398479e-05,1,1,1,1,0.46969696969697,0.5,0.5,0.531347962382445
#132C45,#132C45,0.515151515151515,0.515673981191223,2.22327148858224e-05,1,1,1,1,0.5,0.53030303030303,0.5,0.531347962382445
#142D46,#142D46,0.545454545454546,0.515673981191223,2.63180764638437e-05,1,1,1,1,0.53030303030303,0.560606060606061,0.5,0.531347962382445
#142D46,#142D46,0.575757575757576,0.515673981191223,2.91589835003896e-05,1,1,1,1,0.560606060606061,0.590909090909091,0.5,0.531347962382445
#142D46,#142D46,0.606060606060606,0.515673981191223,2.58831727655454e-05,1,1,1,1,0.590909090909091,0.621212121212121,0.5,0.531347962382445
#132C44,#132C44,0.636363636363637,0.515673981191223,1.76815554736619e-05,1,1,1,1,0.621212121212121,0.651515151515152,0.5,0.531347962382445
#FFFFFF,#FFFFFF,0.666666666666667,0.515673981191223,9.4810131816342e-06,1,1,1,1,0.651515151515152,0.681818181818182,0.5,0.531347962382445
#FFFFFF,#FFFFFF,0.696969696969697,0.515673981191223,4.11870998697369e-06,1,1,1,1,0.681818181818182,0.712121212121212,0.5,0.531347962382445
#FFFFFF,#FFFFFF,0.727272727272727,0.515673981191223,1.46956033459009e-06,1,1,1,1,0.712121212121212,0.742424242424243,0.5,0.531347962382445
#FFFFFF,#FFFFFF,0.757575757575758,0.515673981191223,4.41305939438176e-07,1,1,1,1,0.742424242424243,0.772727272727273,0.5,0.531347962382445
#FFFFFF,#FFFFFF,0.787878787878788,0.515673981191223,1.32983959544906e-07,1,1,1,1,0.772727272727273,0.803030303030303,0.5,0.531347962382445
#FFFFFF,#FFFFFF,0.818181818181818,0.515673981191223,5.66877144539503e-08,1,1,1,1,0.803030303030303,0.833333333333333,0.5,0.531347962382445
#FFFFFF,#FFFFFF,0.848484848484849,0.515673981191223,3.22617212523636e-08,1,1,1,1,0.833333333333334,0.863636363636364,0.5,0.531347962382445
#FFFFFF,#FFFFFF,0.878787878787879,0.515673981191223,1.76628552490043e-08,1,1,1,1,0.863636363636364,0.893939393939394,0.5,0.531347962382445
#FFFFFF,#FFFFFF,0.909090909090909,0.515673981191223,7.82121524825025e-09,1,1,1,1,0.893939393939394,0.924242424242424,0.5,0.531347962382445
#FFFFFF,#FFFFFF,0.93939393939394,0.515673981191223,2.57737478316633e-09,1,1,1,1,0.924242424242424,0.954545454545455,0.5,0.531347962382445
#FFFFFF,#FFFFFF,0.0606060606060605,0.547021943573668,5.39051031308123e-15,1,1,1,1,0.0454545454545455,0.0757575757575756,0.531347962382445,0.56269592476489
#FFFFFF,#FFFFFF,0.0909090909090909,0.547021943573668,2.40006429050796e-13,1,1,1,1,0.0757575757575758,0.106060606060606,0.531347962382445,0.56269592476489
#FFFFFF,#FFFFFF,0.121212121212121,0.547021943573668,7.32152830092986e-12,1,1,1,1,0.106060606060606,0.136363636363636,0.531347962382445,0.56269592476489
#FFFFFF,#FFFFFF,0.151515151515151,0.547021943573668,1.53034597460484e-10,1,1,1,1,0.136363636363636,0.166666666666667,0.531347962382445,0.56269592476489
#FFFFFF,#FFFFFF,0.181818181818182,0.547021943573668,2.19437493488883e-09,1,1,1,1,0.166666666666667,0.196969696969697,0.531347962382445,0.56269592476489
#FFFFFF,#FFFFFF,0.212121212121212,0.547021943573668,2.16301941775535e-08,1,1,1,1,0.196969696969697,0.227272727272727,0.531347962382445,0.56269592476489
#FFFFFF,#FFFFFF,0.242424242424242,0.547021943573668,1.47071090576636e-07,1,1,1,1,0.227272727272727,0.257575757575758,0.531347962382445,0.56269592476489
#FFFFFF,#FFFFFF,0.272727272727273,0.547021943573668,6.94043042779463e-07,1,1,1,1,0.257575757575758,0.287878787878788,0.531347962382445,0.56269592476489
#FFFFFF,#FFFFFF,0.303030303030303,0.547021943573668,2.30030352111581e-06,1,1,1,1,0.287878787878788,0.318181818181818,0.531347962382445,0.56269592476489
#FFFFFF,#FFFFFF,0.333333333333333,0.547021943573668,5.48061991831359e-06,1,1,1,1,0.318181818181818,0.348484848484848,0.531347962382445,0.56269592476489
#FFFFFF,#FFFFFF,0.363636363636364,0.547021943573668,9.79612543801547e-06,1,1,1,1,0.348484848484849,0.378787878787879,0.531347962382445,0.56269592476489
#132B43,#132B43,0.393939393939394,0.547021943573668,1.39940566109283e-05,1,1,1,1,0.378787878787879,0.409090909090909,0.531347962382445,0.56269592476489
#132B44,#132B44,0.424242424242424,0.547021943573668,1.69896604955952e-05,1,1,1,1,0.409090909090909,0.439393939393939,0.531347962382445,0.56269592476489
#132C44,#132C44,0.454545454545455,0.547021943573668,1.81833990561147e-05,1,1,1,1,0.43939393939394,0.46969696969697,0.531347962382445,0.56269592476489
#132C44,#132C44,0.484848484848485,0.547021943573668,1.82642651701719e-05,1,1,1,1,0.46969696969697,0.5,0.531347962382445,0.56269592476489
#132C44,#132C44,0.515151515151515,0.547021943573668,1.98062218366913e-05,1,1,1,1,0.5,0.53030303030303,0.531347962382445,0.56269592476489
#142D45,#142D45,0.545454545454546,0.547021943573668,2.37884706299994e-05,1,1,1,1,0.53030303030303,0.560606060606061,0.531347962382445,0.56269592476489
#142D46,#142D46,0.575757575757576,0.547021943573668,2.6408438285698e-05,1,1,1,1,0.560606060606061,0.590909090909091,0.531347962382445,0.56269592476489
#142D45,#142D45,0.606060606060606,0.547021943573668,2.3511225861902e-05,1,1,1,1,0.590909090909091,0.621212121212121,0.531347962382445,0.56269592476489
#132B44,#132B44,0.636363636363637,0.547021943573668,1.62432739389673e-05,1,1,1,1,0.621212121212121,0.651515151515152,0.531347962382445,0.56269592476489
#FFFFFF,#FFFFFF,0.666666666666667,0.547021943573668,8.88242014222472e-06,1,1,1,1,0.651515151515152,0.681818181818182,0.531347962382445,0.56269592476489
#FFFFFF,#FFFFFF,0.696969696969697,0.547021943573668,3.96095456448315e-06,1,1,1,1,0.681818181818182,0.712121212121212,0.531347962382445,0.56269592476489
#FFFFFF,#FFFFFF,0.727272727272727,0.547021943573668,1.52406982551339e-06,1,1,1,1,0.712121212121212,0.742424242424243,0.531347962382445,0.56269592476489
#FFFFFF,#FFFFFF,0.757575757575758,0.547021943573668,6.35794367265865e-07,1,1,1,1,0.742424242424243,0.772727272727273,0.531347962382445,0.56269592476489
#FFFFFF,#FFFFFF,0.787878787878788,0.547021943573668,3.94648713456703e-07,1,1,1,1,0.772727272727273,0.803030303030303,0.531347962382445,0.56269592476489
#FFFFFF,#FFFFFF,0.818181818181818,0.547021943573668,3.02925535257432e-07,1,1,1,1,0.803030303030303,0.833333333333333,0.531347962382445,0.56269592476489
#FFFFFF,#FFFFFF,0.848484848484849,0.547021943573668,2.14743538197461e-07,1,1,1,1,0.833333333333334,0.863636363636364,0.531347962382445,0.56269592476489
#FFFFFF,#FFFFFF,0.878787878787879,0.547021943573668,1.2627859874282e-07,1,1,1,1,0.863636363636364,0.893939393939394,0.531347962382445,0.56269592476489
#FFFFFF,#FFFFFF,0.909090909090909,0.547021943573668,5.76306388864891e-08,1,1,1,1,0.893939393939394,0.924242424242424,0.531347962382445,0.56269592476489
#FFFFFF,#FFFFFF,0.93939393939394,0.547021943573668,1.92723366371711e-08,1,1,1,1,0.924242424242424,0.954545454545455,0.531347962382445,0.56269592476489
#FFFFFF,#FFFFFF,0.0606060606060605,0.578369905956113,3.12578508954274e-15,1,1,1,1,0.0454545454545455,0.0757575757575756,0.56269592476489,0.594043887147335
#FFFFFF,#FFFFFF,0.0909090909090909,0.578369905956113,1.41727820141443e-13,1,1,1,1,0.0757575757575758,0.106060606060606,0.56269592476489,0.594043887147335
#FFFFFF,#FFFFFF,0.121212121212121,0.578369905956113,4.40597728834822e-12,1,1,1,1,0.106060606060606,0.136363636363636,0.56269592476489,0.594043887147335
#FFFFFF,#FFFFFF,0.151515151515151,0.578369905956113,9.40440046212104e-11,1,1,1,1,0.136363636363636,0.166666666666667,0.56269592476489,0.594043887147335
#FFFFFF,#FFFFFF,0.181818181818182,0.578369905956113,1.38077054468527e-09,1,1,1,1,0.166666666666667,0.196969696969697,0.56269592476489,0.594043887147335
#FFFFFF,#FFFFFF,0.212121212121212,0.578369905956113,1.39802275895676e-08,1,1,1,1,0.196969696969697,0.227272727272727,0.56269592476489,0.594043887147335
#FFFFFF,#FFFFFF,0.242424242424242,0.578369905956113,9.79828317060448e-08,1,1,1,1,0.227272727272727,0.257575757575758,0.56269592476489,0.594043887147335
#FFFFFF,#FFFFFF,0.272727272727273,0.578369905956113,4.7833254976449e-07,1,1,1,1,0.257575757575758,0.287878787878788,0.56269592476489,0.594043887147335
#FFFFFF,#FFFFFF,0.303030303030303,0.578369905956113,1.64487415929036e-06,1,1,1,1,0.287878787878788,0.318181818181818,0.56269592476489,0.594043887147335
#FFFFFF,#FFFFFF,0.333333333333333,0.578369905956113,4.06988944238741e-06,1,1,1,1,0.318181818181818,0.348484848484848,0.56269592476489,0.594043887147335
#FFFFFF,#FFFFFF,0.363636363636364,0.578369905956113,7.52960797625973e-06,1,1,1,1,0.348484848484849,0.378787878787879,0.56269592476489,0.594043887147335
